iter	MultiClass
164	1.032845328
165	1.032086742
166	1.030677807
167	1.02871795
168	1.027171425
169	1.025828112
170	1.024785311
171	1.02331133
172	1.022169482
173	1.021631104
174	1.02071825
175	1.020124783
176	1.019416759
177	1.018229145
178	1.017016089
179	1.015559861
180	1.014133168
181	1.013085488
182	1.011578868
183	1.010471753
184	1.009337872
185	1.008278875
186	1.007092754
187	1.005929024
188	1.005149378
189	1.00413519
190	1.002802361
191	1.002030042
192	1.001359009
193	1.000669336
194	0.9999818265
195	0.9993094624
196	0.9986240647
197	0.9976897917
198	0.9968826643
199	0.9959033841
200	0.9951318991
201	0.9941827661
202	0.9932092513
203	0.9919597735
204	0.9907656265
205	0.989900203
206	0.989098501
207	0.9879101681
208	0.9873043651
209	0.986546444
210	0.9856294672
211	0.9844932682
212	0.9836711252
213	0.9828465221
214	0.9819909191
215	0.9812468077
216	0.9805028037
217	0.9796766257
218	0.9787027847
219	0.9777433069
220	0.9774504519
221	0.9767363368
222	0.9763197077
223	0.9758293055
224	0.9750300586
225	0.9739564531
226	0.9729639089
227	0.9725900954
228	0.9719273147
229	0.9709897888
230	0.9702473472
231	0.9691241525
232	0.9684964162
233	0.967400626
234	0.9666614841
235	0.9660758017
236	0.9657502648
237	0.9653727879
238	0.9650640585
239	0.9640532858
240	0.9630012844
241	0.9624058053
242	0.9614295743
243	0.9606002985
244	0.9595414756
245	0.9587909124
246	0.9579671287
247	0.9571671921
248	0.956708016
249	0.9562079892
250	0.9557266435
251	0.955462251
252	0.9547749914
253	0.9542181707
254	0.9538526767
255	0.9531403947
256	0.9524176288
257	0.9517959841
258	0.9510684495
259	0.9504256616
260	0.9498304796
261	0.9493278289
262	0.9483883525
263	0.9473419697
264	0.9469196305
265	0.9462274188
266	0.9456317661
267	0.9447578498
268	0.9439655928
269	0.943190533
270	0.942486851
271	0.9418896343
272	0.9413724224
273	0.9407737655
274	0.9399439454
275	0.9393020275
276	0.9390613466
277	0.9385266294
278	0.937824116
279	0.9371527094
280	0.9363803133
281	0.9359210139
282	0.9353284109
283	0.9348561958
284	0.9341027006
285	0.9333718989
286	0.9326899037
287	0.9323067278
288	0.9315332268
289	0.9314813203
290	0.931057829
291	0.9301083311
292	0.9294598518
293	0.9291186823
294	0.9283197711
295	0.9273626468
296	0.926528051
297	0.925771892
298	0.9247830684
299	0.9240433339
300	0.9234832037
301	0.9227710789
302	0.9220863142
303	0.9214340245
304	0.9206868906
305	0.920180818
306	0.9197485497
307	0.9191591358
308	0.9187153073
309	0.9183892715
310	0.9180782355
311	0.9173515604
312	0.9164664328
313	0.9156204717
314	0.9148904516
315	0.9140362148
316	0.9134075311
317	0.9129398725
318	0.9125938266
319	0.9121358208
320	0.9113705459
321	0.9105489086
322	0.9098031413
323	0.9093004426
324	0.9087754325
325	0.9080279365
326	0.9074288161
327	0.9068050648
328	0.9061184822
329	0.9052485236
330	0.9045976187
331	0.9039202663
332	0.9035738634
333	0.9029302337
334	0.9024742975
335	0.9019805187
336	0.9016301228
337	0.9008972273
338	0.9005032718
339	0.8997814543
340	0.8991063016
341	0.8982926786
342	0.8977688759
343	0.8968183695
344	0.8961634408
345	0.8957286342
346	0.8949976983
347	0.894345026
348	0.8936874151
349	0.8929839183
350	0.8925990295
351	0.8917948359
352	0.891303072
353	0.8905434608
354	0.8896950227
355	0.8892435756
356	0.8886071277
357	0.8881300037
358	0.8876211714
359	0.8872329056
360	0.8868641664
361	0.8863498699
362	0.8856946134
363	0.8850062294
364	0.8840701111
365	0.8834470043
366	0.8828924325
367	0.8821369761
368	0.881516596
369	0.8810287386
370	0.8804161792
371	0.8797715532
372	0.8793118516
373	0.8787109754
374	0.8782589595
375	0.8779120463
376	0.8775294798
377	0.8769536554
378	0.8764600105
379	0.8757924501
380	0.8751594927
381	0.8745732864
382	0.8740040144
383	0.8736462712
384	0.8732546568
385	0.872575866
386	0.8721270873
387	0.8715783535
388	0.8711480715
389	0.8706984448
390	0.8700381071
391	0.8693973499
392	0.8687919596
393	0.8680719852
394	0.8674263103
395	0.866875784
396	0.866156954
397	0.8658547092
398	0.8650716946
399	0.8644296924
400	0.8636227535
401	0.8628980244
402	0.8624289554
403	0.861933154
404	0.8613896884
405	0.8605723045
406	0.8599666494
407	0.8595099343
408	0.8590092616
409	0.858595631
410	0.8581929616
411	0.8576221492
412	0.8570399505
413	0.8563351548
414	0.8560486452
415	0.8556412997
416	0.8553179179
417	0.8546594974
418	0.8539411978
419	0.853359347
420	0.8528829141
421	0.852602636
422	0.8518927728
423	0.8515959325
424	0.8511034044
425	0.8505698214
426	0.8501109679
427	0.8495093678
428	0.8491560274
429	0.848620778
430	0.8480721885
431	0.8472848454
432	0.8467050366
433	0.8463020326
434	0.84582722
435	0.8453648738
436	0.8447917504
437	0.8443479877
438	0.843827772
439	0.8434205015
440	0.8428692036
441	0.8421416606
442	0.8416604746
443	0.8411197764
444	0.8405602189
445	0.8400225083
446	0.8393627074
447	0.8387353247
448	0.8381346023
449	0.8374652509
450	0.836987378
451	0.8365403969
452	0.8362262819
453	0.8355660409
454	0.8350562405
455	0.8345656501
456	0.8342500596
457	0.8337163234
458	0.8331035276
459	0.8325957348
460	0.8319132496
461	0.8314673553
462	0.8312183859
463	0.8307545124
464	0.8302127504
465	0.8297975954
466	0.8292485109
467	0.8287283586
468	0.8282424783
469	0.8276928508
470	0.8272598584
471	0.8267623054
472	0.826310605
473	0.8257599734
474	0.8253958511
475	0.824919503
476	0.8245245808
477	0.824115051
478	0.8237054311
479	0.8232706162
480	0.8228391501
481	0.8223387824
482	0.8217161048
483	0.8212832173
484	0.8209586837
485	0.8205413727
486	0.8199823803
487	0.8196233399
488	0.8191596246
489	0.8187566342
490	0.8181585388
491	0.8177846155
492	0.8172452918
493	0.816711674
494	0.8163342899
495	0.8158453204
496	0.8153645009
497	0.8149795951
498	0.8145672112
499	0.81403678
500	0.8137395913
501	0.813507018
502	0.8131124096
503	0.8126515417
504	0.8121954513
505	0.811780221
506	0.8113984909
507	0.8109227004
508	0.8104821094
509	0.8101850915
510	0.8097957537
511	0.8094598878
512	0.8090963616
513	0.8086900445
514	0.8082490095
515	0.8077791881
516	0.8072860795
517	0.8069165871
518	0.8064723815
519	0.8059464264
520	0.8055709175
521	0.8049682602
522	0.8044782846
523	0.8040829782
524	0.8037119985
525	0.8033693326
526	0.8029264489
527	0.8025008852
528	0.8021119982
529	0.801669662
530	0.8014441579
531	0.8011399698
532	0.8006124717
533	0.8002593638
534	0.7997310945
535	0.7993283914
536	0.798977902
537	0.7986451423
538	0.7982348257
539	0.7979732709
540	0.7976765841
541	0.7972495874
542	0.7966805153
543	0.7962930104
544	0.7959032376
545	0.795365674
546	0.7949909242
547	0.7946602541
548	0.7943091981
549	0.7938062408
550	0.793371582
551	0.7928848666
552	0.792405229
553	0.7920357008
554	0.7915654315
555	0.7910649144
556	0.7906206454
557	0.7902029414
558	0.7898087599
559	0.7893834142
560	0.7890230103
561	0.7885258581
562	0.7881770943
563	0.7879085007
564	0.7875177443
565	0.787040486
566	0.7865240832
567	0.7862578021
568	0.786014718
569	0.7855654701
570	0.7851850946
571	0.7847638943
572	0.7844778035
573	0.7841217762
574	0.7836759595
575	0.7832889577
576	0.7827509356
577	0.7823948974
578	0.7820037513
579	0.7816032871
580	0.7810446763
581	0.780663312
582	0.7801764757
583	0.7796945378
584	0.7794339657
585	0.7792085025
586	0.7787782766
587	0.7784805541
588	0.7782094065
589	0.777862083
590	0.7776021013
591	0.7772539463
592	0.776868928
593	0.7764369157
594	0.7760280444
595	0.7755616291
596	0.7750174529
597	0.7747462033
598	0.7743022843
599	0.7739674501
600	0.7734889399
601	0.7731003685
602	0.7726825957
603	0.7722770447
604	0.7719096884
605	0.7715914887
606	0.7712766943
607	0.7707439832
608	0.7703705239
609	0.7699694047
610	0.7696547935
611	0.7693569834
612	0.7689813937
613	0.768456924
614	0.7681297638
615	0.7678303918
616	0.7674703185
617	0.7670438969
618	0.7667502453
619	0.7663373533
620	0.7659480022
621	0.7656123883
622	0.7653162899
623	0.7649392151
624	0.7645103497
625	0.76408253
626	0.7638421197
627	0.7634981085
628	0.7631614355
629	0.7628111516
630	0.7625569191
631	0.7623543212
632	0.7620161783
633	0.7616871564
634	0.7614410406
635	0.7611239412
636	0.7607944355
637	0.7605055156
638	0.7601948845
639	0.7597613709
640	0.7593810461
641	0.7591148345
642	0.7588412777
643	0.7584714292
644	0.7580550659
645	0.7576229537
646	0.7573003085
647	0.7570242597
648	0.756722316
649	0.7564078021
650	0.7561094988
651	0.7557692495
652	0.7554631369
653	0.7551565987
654	0.7547970341
655	0.7545023164
656	0.7541892885
657	0.7538632089
658	0.7536059909
659	0.7532867664
660	0.753093977
661	0.7526146019
662	0.7522780647
663	0.7519953002
664	0.7516143673
665	0.7513089392
666	0.7510033738
667	0.750616096
668	0.7503575722
669	0.7500728442
670	0.7497804795
671	0.7495899657
672	0.7491661728
673	0.7487928388
674	0.7484242822
675	0.7481340862
676	0.7477470422
677	0.7474075487
678	0.7471245972
679	0.7468220178
680	0.746434142
681	0.7461388418
682	0.7457254094
683	0.745399433
684	0.7450551241
685	0.7447449233
686	0.7442168553
687	0.7439369989
688	0.7436255953
689	0.7432280309
690	0.7428933066
691	0.7426027323
692	0.7423831383
693	0.7420355248
694	0.7416939521
695	0.7411895043
696	0.740746101
697	0.7404086111
698	0.7401897225
699	0.739799945
700	0.7394106304
701	0.7389297051
702	0.7387334649
703	0.7383457703
704	0.7382253396
705	0.7378491556
706	0.7376563836
707	0.7374686019
708	0.737137669
709	0.7367471969
710	0.7364742886
711	0.7361275653
712	0.7357892869
713	0.7354431698
714	0.7350563283
715	0.7346784209
716	0.7342265531
717	0.7339393519
718	0.7336019648
719	0.7332442605
720	0.7330113181
721	0.7327467808
722	0.7325269482
723	0.7322466471
724	0.7318970471
725	0.731582701
726	0.7311769663
727	0.730936958
728	0.730580751
729	0.7302340046
730	0.7299267702
731	0.7295588413
732	0.7292863432
733	0.7287080776
734	0.7283354918
735	0.7280840233
736	0.7277159752
737	0.7273646249
738	0.7270133147
739	0.7267315498
740	0.7263136346
741	0.725961145
742	0.7255802937
743	0.7252724855
744	0.7247963917
745	0.7245270999
746	0.7242312752
747	0.7239946229
748	0.7238152495
749	0.7235734567
750	0.7230397939
751	0.7227061548
752	0.7224388465
753	0.7221961337
754	0.7218895804
755	0.7216043703
756	0.7213464618
757	0.7209822451
758	0.7205984675
759	0.7202163808
760	0.7199184476
761	0.7196212328
762	0.7193806661
763	0.7190915097
764	0.7188388014
765	0.7185285299
766	0.7181765626
767	0.7176814394
768	0.7174524653
769	0.7170665891
770	0.7168818987
771	0.7166654861
772	0.7164651949
773	0.7162192402
774	0.715923952
775	0.7155225542
776	0.715244161
777	0.7149760767
778	0.7147129438
779	0.7144131403
780	0.7139740861
781	0.7136225516
782	0.7132132004
783	0.7128230434
784	0.7125318202
785	0.7123288088
786	0.7120818776
787	0.7117877625
788	0.7115164321
789	0.7111674493
790	0.7108159582
791	0.7105579456
792	0.7102846826
793	0.7098880003
794	0.7095399615
795	0.7090810586
796	0.7088658728
797	0.708470594
798	0.7082081214
799	0.707871236
800	0.7075451894
801	0.7072836114
802	0.7070786982
803	0.7067065111
804	0.7064146257
805	0.7061486174
806	0.7056702192
807	0.7054825467
808	0.7050601516
809	0.7047867236
810	0.7044625052
811	0.7042314243
812	0.7040096826
813	0.7036084335
814	0.703352686
815	0.7030207456
816	0.7026654604
817	0.7023404305
818	0.7021302903
819	0.7017782216
820	0.7015231165
821	0.7013097658
822	0.7010329277
823	0.7006587114
824	0.7002636563
825	0.6998900036
826	0.6996324095
827	0.6993862198
828	0.6991599556
829	0.6988812677
830	0.6986418061
831	0.6983185525
832	0.6980366242
833	0.6977982832
834	0.6974739891
835	0.6972158563
836	0.6969290557
837	0.6967529805
838	0.6964242356
839	0.6961831318
840	0.6959870624
841	0.6956730647
842	0.6952758088
843	0.6950989208
844	0.6949008513
845	0.6946490823
846	0.694262397
847	0.6940252272
848	0.6934965844
849	0.6931235871
850	0.6929382256
851	0.6927599807
852	0.6924693357
853	0.6921457496
854	0.6918474711
855	0.6916184319
856	0.6914633937
857	0.6912535275
858	0.6910892087
859	0.6908448964
860	0.6906220639
861	0.6903121036
862	0.6901167301
863	0.6899304952
864	0.6896370375
865	0.6893055458
866	0.6889465635
867	0.6887108606
868	0.6882586557
869	0.6879367742
870	0.6876411895
871	0.6873585878
872	0.6871381608
873	0.6869623037
874	0.6867961058
875	0.6865537676
876	0.6862331422
877	0.6859332088
878	0.6857331205
879	0.685451924
880	0.6852160794
881	0.6850023102
882	0.6847869672
883	0.684569128
884	0.6843419385
885	0.6842379581
886	0.6840457364
887	0.6837970328
888	0.6834693119
889	0.6832105375
890	0.6829500059
891	0.6825853588
892	0.6823529704
893	0.6820550926
894	0.681772657
895	0.6815427757
896	0.6814276456
897	0.6811487032
898	0.6809540806
899	0.6804701399
900	0.6801038408
901	0.679838887
902	0.6794618416
903	0.6792033758
904	0.6790124351
905	0.678597181
906	0.6783497787
907	0.6780851735
908	0.6778483743
909	0.6775151752
910	0.677335076
911	0.6771075493
912	0.6768804457
913	0.676548419
914	0.6763318132
915	0.6760893166
916	0.6757724613
917	0.6756091179
918	0.6753715616
919	0.6750514584
920	0.6747561777
921	0.6745831127
922	0.6741353584
923	0.6738466711
924	0.6735680385
925	0.6733813769
926	0.6730802899
927	0.6727827762
928	0.6724893731
929	0.6721588536
930	0.6718605682
931	0.6715879501
932	0.671129201
933	0.6708232015
934	0.6704840963
935	0.670196092
936	0.6699070807
937	0.6696248728
938	0.6693729921
939	0.6691498448
940	0.6687601203
941	0.6685592222
942	0.6682317087
943	0.6678549425
944	0.6676169081
945	0.6672649314
946	0.6670809788
947	0.6668088801
948	0.6665080817
949	0.6662417922
950	0.666091875
951	0.6658641681
952	0.6656748651
953	0.6654877441
954	0.6653383447
955	0.6651063054
956	0.6648920262
957	0.6646301503
958	0.6645285354
959	0.6640151743
960	0.6637134142
961	0.6633351075
962	0.6631496245
963	0.6629183562
964	0.66269272
965	0.6623824773
966	0.6619547973
967	0.6616758575
968	0.6615029766
969	0.6611158387
970	0.6609596787
971	0.6607883267
972	0.6605463591
973	0.6602972456
974	0.6600764812
975	0.6597417561
976	0.659562161
977	0.6593584441
978	0.6590822064
979	0.6589013301
980	0.6586537547
981	0.658401572
982	0.6581081736
983	0.6576297941
984	0.6573787522
985	0.6570473883
986	0.6567893904
987	0.6565477606
988	0.6561544396
989	0.6558603609
990	0.6556178083
991	0.6553478079
992	0.6551951971
993	0.6549496263
994	0.6546646498
995	0.6544411541
996	0.6542737089
997	0.653970787
998	0.653720002
999	0.6535197414
1000	0.6532811444
1001	0.6530940978
1002	0.6527460071
1003	0.652443691
1004	0.6521360442
1005	0.6519214784
1006	0.6516153737
1007	0.6513826458
1008	0.6512037926
1009	0.6509042739
1010	0.6506883071
1011	0.6504449065
1012	0.6502041716
1013	0.6499367128
1014	0.6495293788
1015	0.6492320393
1016	0.6490072778
1017	0.6487658944
1018	0.6486253435
1019	0.6483550381
1020	0.6480460489
1021	0.6478713253
1022	0.6476340748
1023	0.6475244496
